@relation train_set

@attribute text string
@attribute sentiment {negative,neutral,positive}

@data
'Soucek is an absolute god in any central mid field position and he can play in CB as well. He is totally op with an anchor on. He must be one of the best players for that price I have ever used.',positive
'Best keeper in game, I don’t have him but played against him and stopped all.',positive
'In game he feels very strong and assured on the ball.',positive
'With Hunter he‘s an absolutly beast as a striker!',positive
'i have made this account special to comment about this hidden gem..ive tried a lot of cbs including eder militao but this card has to be in top five cbs in game except icons...and is f**ing cheap..saved my ass lots of times!!',positive
'he’s so good. he scored 26 goals against my disabled brother with no hands on his debut',positive
'Best 80k ive spent so far defo worth copping',positive
'Not sure why this guy is so cheap. Hes been great for me in game. Also, HES THE ONLY NON ICON WHO HAS 80+ PACE, PASSING, DRIBBLING, AND DEFENCE',positive
'SO GOOD WITH SHADOW, steal for 3.5k tbh',positive
'I really hope I get him in my red picks :(',positive
overpriced,negative
pee,negative
'These cards are so useless',negative
'Worst GK ever',negative
'this card is a shit,only rats use that',negative
'I hate these cards',negative
'Absolute steal',negative
'He deserves 74 pac at least',negative
'This is joke',negative
'Not like last year',negative
'a smooth decline',negative
'why do cl cards exist bc they do literally nothing, I think in fifa 19 they were one rating upgrade but now they are absolutely useless',negative
'he is shit for me, he cant catch easy balls and throws every ball behind himself so I lost much stupid goals',negative
'Should be 70+ all stats',negative
'Not as good as he should be, according to Card and price',negative
'Past it',negative
Dickford,negative
'Better than kepa',negative
'WHY EA',negative
'Him Or alaba?',neutral
'how good actually is he in game?',neutral
'Him or sancho?',neutral
'Why are these more expensive?',neutral
'untradeable alba or tradeable mendy?',neutral
'Him or Portu?',neutral
'Do I wait to sell',neutral
'Best chem on this man?',neutral
'Shall I use him alongside Pogba as a CDM in 4-2-2-2? Advise please',neutral
'Are him and kante good as CDMs together in a 4-2-3-1?',neutral
'Hello! Invest in Odriozola, because el clasico will come in marque matchups! He will rise to 2k!',neutral
'Him or de jong as a cm in a 442',neutral
'When to sell?',neutral
'will he continue to drop? when should i seel him? ty in advance',neutral
'Is he good at CAM? if yes, which chemistry style?',neutral
'investment gone wrong anyone?',neutral
'Who is here after his goal?',neutral
'why he isnt rare having almost 99 of pace and 80+ of dribbling? just curious',neutral
'manfred starke is such an epic name',neutral
'He good at cam in 4231?',neutral
'I hate this, I literally bought him 12 hours ago for 382 and thought I got the deal of the century',negative
'Overpriced',negative
'Every fucking time I think I got a steal, the goddamn prices reduce. This is just so fucking absurd, it’s beyond me. Got hazard for 91, now he’s 84; Aguero for 77, now he is 71, Dybala for 59, now the fucker’s just above 50, etc. Ideally, I personally (Div 6/7) shouldn’t even be having these kind of cards just in the 3rd week. The game is getting fucked gradually. People will have dope squads so early on, there won’t be much left to improve. EA will have to come up with promotions very quickly. If the game continues at this trajectory, which I hope it doesn’t, then it’ll be dead by the first couple months of the new year, if not even earlier :(',negative
'Bruh',negative
'Beast',positive
'He is so fucking good bruh',negative
'I think he is a beast and he kept all of them in his back pocket. I dont even have a chemistry style currently equipped. I use him with Rudiger in the back. I highly recommend getting him because he is a cheap beast.',positive
'Most broken striker in the game he’s so good',positive
'Like to get him in your red picks',positive
'when i tell you that the man is an animal,he has played 50 games for me and has 93 goals n 22 assits, the man is banging in nearly 2 a game or if he doesnt score in one game the next match he will definitely make up for it by bangin in 5 or 6, i think he has good strength he does cut in behind the defence and causes problems, he is turnin people inside out, my only thing that i find a problem is d 3* weak foot, sometimes he misses on his left peg but 95% of the time the man gets in to the right areas and he is a game changer my overall review9.2 out of 10',positive
'He werent good for me, but maybe Im just shit',negative
'Hes so bad that Lampard decided to bring cech out of retirement to play in their premier league squad as an emergency keeper',negative
'Every team I play I see this piece of shit',negative
'He couldn’t save a shot even if he tried',negative
'When you order Thomas MUllers card on wish...Oh wait, it’s his actual card',negative
'1 star weak foot very bad',negative
'Good at CAM ?',neutral
'Who else is here cuz of the champions league game?',neutral
'When should I sell?',neutral
'When to sell?',neutral
'He good for trading right now?',neutral
'Packed him tradeable and unreadable',neutral
'How bad',negative
'PURE GARBAGE WATER.',negative
'he doesnt deserve such a shit defense line',negative
'RAT LEADER',negative
'Don’t buy this shit fucking card, im a div 1 player and all he does is go forward and leave gaps even on stay back he’s such a mong and even when he does get back he can’t do shit with 39 strength, awb on 7 chem10x the player',negative
'There aren’t enough words to describe how shit this guy is. Misses chances for fun, work rates are negative 1000, stands still while I wait to pass to him but he doesn’t go, and fails to do skill moves 99.9\% of the time despite the exact inputs working with the rest of my players. Enjoy the discard pile, most piece of garbage player I’ve ever had. Single handedly cost me several weekend league games because I always subbed him in and despite him failing I always kept hope but now I’m just done. If you’re thinking about picking him or bloody Pickford to use as an attacking sub tell Jordan to lace up his boots because ASM will never be near my club again after consistently putting in the worst performances I’ve ever had the displeasure of watching in this shit show of a game that is fifa 21, aka fifa 20 version 2.0',negative
'he is shit',negative
'should have 5* skills but 1* WF',negative
'I though he was shit',negative
'a steal at this price!',negative
'Higher rating than Soyuncu, Ea is a joke',negative
'This guy is a stupid cunt',negative
'worst keeper on this game',negative
'if kepa is 82 he MUST be 85.',negative
'This Guy sucks',negative
'He’s not the fastest cb in the game',negative
'this **** is probably the worst keeper i have ever used.',negative
'he is so shit',negative
'76 pace is a joke',negative
'shit flop',negative
'wich chem style? I have it whit Glove and let me a lot to desee, and whit cat have low saves, basic the best?',neutral
'Anyone tried him as a CAM ?',neutral
'Is he better than gold klostermann?',neutral
'Can I use him CM?',neutral
'What chem style do I use?',neutral
'Should I buy him to replace davinson or buy kante to replace wijnaldum',neutral
'safe investment for Joao Felix POTM',neutral
'Can he play st? If so what chem?',neutral
'Glove or basic?',neutral
'Keep or sell',neutral
'why is he so cheap?',neutral
'Price prediction for rttf',neutral
'best Chemie in LF ?',neutral
'just packed him, what chem style is best for him',neutral
'I have his IF and packed his gold card untradeable Should i sell his IF and just play with his gold?',neutral
'What chemistry style should I put him?',neutral
'GLOVES omg don’t tell anybody.',neutral
'Fits perfect in my french squad',neutral
'Could be objetive',neutral
'Catalyst for central cam?',neutral
'I play him like every game and he makes crazy save after crazy save. Looks insane against me atleast',positive
'I. Love. This. Guy.',positive
'Insane at CB',positive
'best super sub for me i dont understand htf he scores every time i sub him after 70 min looks like he plays need for speed',positive
'Favourite silver card so far. Hope EA releases a special version like in Fifa20',positive
'Played against them the best GK i ever seen on This fifa',positive
'Best player I’ve used this year put him at CAM he is unreal, lost over 100k on my team this weekend just the way the market is this year',positive
'Been using him for the silver totw objectives and I gotta say hes a fantastic card, great option for cdm',positive
legend,positive
'guys this player is so op you cant imagine it he scores from every where just to tell yo i never scored from the outside of the box in fifa 21 but with crespo i can score with the both feets no matter th distance and also his att positionig is amazing the best so far dont know why hes so cheap he has to be 1 mil minimum i played with him 100 matchs and i scored 156 goals bilieve it or not i highly recommand him',positive
'pros say his the best LB in the game over icon',positive
'Holy smokes, this guy is absolutely insane, main reason I got my first ever Gold 2 finish this weekend! Seems like he can get save every situation, especially by penalties. He is so big that he covers the whole goal. 10/10 recommend',positive
'Anyone else has the feeling they made him better? I had him in Drafts and was amazing.',positive
'Best LB I’ve used this year. It’s RAPID fast, intercepts are OP and scored a few cheeky goals with him. Passing is also consistent. Only issue I’ve had is stamina can be a bit of an issue around 70th min',positive
'I like a lot the way he plays, great dribling passing and shooting, big future for him',positive
'Best supersub in game',positive
'Tried many strikers  but still keep going back to Ben Ketser. His finising from all angles is just crazy, and his turns also.',positive
'Best La Liga keeper hands down!',positive
'On such good form',positive
'three weeks in a row in my team i see him sitting for more month in my team best card i tried this year',positive
'Pretty unplayable at ST',negative
'he is not as good as everybody say hes not respondive slow and hes tackles are fucking shit',negative
'So shit, he thinks he is Ronaldo scoring a hat-trick with three pens. Also, Varlencia prob bought VAR this game.',negative
'he isnt what you expected',negative
'Bad Player in Fifa, so many mistakes',negative
'Biggest clown IRL',negative
'Courtois is just shit at saving penalties',negative
'Probably the worst striker in the game',negative
'Big drop incoming',negative
'Too clunky for me at cam with hunter',negative
'he is slow and lazy',negative
'Shittest gk in this Game',negative
'straight trash',negative
'He is a good player, but too slow when he gets the ball',negative
'Update killed him',negative
'Should be an 80 and a rare! What a shambles',negative
'hes so bad, him and Valverde cost me Gold 1',negative
'Wth 2* weak foot did he lose a leg or smthng',negative
'Worst GK ever',negative
'He’s so clunky',negative
'Is he good in game ? Is he worth it',neutral
'Chiwell: 2 goals 2 assists (4 games)Firminio :2 assists 1 goal (7games)',neutral
'First comment',neutral
'Him or son at 7 chem?',neutral
'Him and sissoko at 4-2-2-2 ???',neutral
'When to buy',neutral
'Will he drop more?',neutral
'Is he better than Gómez? Thanks',neutral
'Is his agility and balance a problem ?',neutral
'Hunter, Hawk or Finisher?',neutral
'Best gold keeper in the game?',neutral
'Best time to buy?',neutral
'Him or Ballack 86 ?',neutral
'Where is cavani?!',neutral
'Is the stamina a problem on this card?',neutral
'will he go back up ?',neutral
'How good is he cm ?? I need him to push forward e we it’s control ?',neutral
'I just packed him.',neutral
'Him podence or taison?',neutral
'Please join Madrid Im tired of Varane',neutral
'Using catalyst on him, absolutely beast',positive
'When will he drop?',positive
'Better than pope',positive
'Best ZM Goldcard. Beast',positive
'Playing for Germany international! Rising talent!',positive
'Fucking beast, trust me, with shadow his pace is insane, he is a german gullit. But the thing I love most is his passing',positive
'Best CB in game, no cap.',positive
'This guy is so good for me',positive
'This Guy is Insane ingame!!!',positive
'still op',positive
'So underrated',positive
'so good to bring off the bench late in games. Fast, agile and good finishing',positive
'Cruyff is so so damn good.',positive
'Holy f*ck he’s so good',positive
'Best keeper in the world',positive
'Very good player',positive
'Free kick god',positive
'Still amazing finished gold1 with him',positive
'Best gold card cdm in the game',positive
'That’s a ridiculous goal',positive
'Rip to the goat of the beautifull gam',positive
'It can’t be real... rip legend',positive
'I pack him from base icon pack and he looks insane, score all that you shoot, is fast and has a good agility',positive
'Guys I packed him out of my base icon pack woop woop! Is what I thought happened until I woke up with sticky sheets',positive
'Rest In Peace legend',positive
Underrated,positive
'Rip legend',positive
'Packed eusebio in my first icon pack - can take my retirement now',positive
'Im just saying this guy deserves a winter upgrade if he keeps playing like this he should be like 84 rated. And no I’m not a man u fan',positive
'R.I.P to one of the greatest',positive
'Let’s take a moment and think about how this man changed soccer. Pele and him changed the way the game was played. We should thank him and he’s in a greater place right now',positive
'RIP... BUT WE KNOW, THAT LEGENDS NEVER DIE',positive
'PLEASE PUT THIS LEGEND IN ICON SWAPS',positive
'Got a feeling they nerved him, he was unstoppable few weeks ago',positive
'So fun to play with as a false 9. Creates, good at holding the ball up and a brilliant finisher. Sold my team in a rage after 5 wins from 10 in WL, changed tactics and won 9 from 12. He was the star of the show.',positive
'he is so good imo try him',positive
'This card with a hawk is better than his mid icon tbh',positive
'without a doubt the best player to have ever played the beutiful game',positive
'Like if you got this monster in the base icon SBC!!!!!!! Literally crying for happiness',positive
'Packed this beast',positive
overpriced,negative
'annoying mf',negative
'He is soooop shit and moves like a truck, just discard',negative
'stupid community',negative
'Dalglish baby is better',negative
'Can anyone explain to me why this card is 1 millions coins? The stats are pretty weak.',negative
'Sif Ollie is much better and cheaper. Trust me',negative
'fuck everyone who’s trading with him',negative
'who ever takes advantage of his death to make profit should khs',negative
'Cant believe people are trying to profit from him, disrespectful',negative
'Go fuck yourselves if you’re trying to price fix him',negative
'If you profit from someone’s death you have a serious problem',negative
'crespo is better',negative
'only 84 ball control, have u seen this mans touch',negative
'Lmao shite card rip to however packed him',negative
'Disgusting that his price has gone up due to his death',negative
'To be fair to him.. He should have more agression.',negative
'That’s a big L if you got him',negative
'He’s been robed of an inform',negative
'for fuck',negative
'Him or baby figo for cam?',neutral
'Can he play CM on get forward in a 41212(2)',neutral
'Sell now that Icon sbc is out and his price is inflated, or hold to see if he rises more?',neutral
'Icons never die',neutral
'What’s the max price that these 85 cards will reach?',neutral
'Buy now or tomorrow',neutral
'him or rashford inform?',neutral
'Guys should I save my packs from marquee matchups for black Friday or open them now?',neutral
'Him or Paulinho If next to Allan?',neutral
'When should i sell him',neutral
'EA should give everybody Diego Armando Card so we all Can honour him for one of the best Football player he was that would be sweet of EA to do',neutral
'which chem Style for st',neutral
'Should I buy him after BF or now?',neutral
'the best chem style? maybe engine or hawk?',neutral
'Buy now for 500k ?',neutral
'good on 8 chem?',neutral
'i packed him today, sell now or wait friday?',neutral
'like if you get it in the base icon upgrade',neutral
'will he drop bc of black friday or rise bc of weekend league?',neutral
'Marksman or finisher?',neutral
'Got him from base icon pack. W?',neutral
'Him or Fred for b2b?',neutral
'Good as rm in 442?',neutral
'Packed him out of the sbc. Is he good on the wing instead of vinicius?',neutral
'COC Chem style?',neutral
'Gomez 8 chem or lenglet 10 chem?',neutral
'When to buy ?',neutral
'He is soo Good in rl',neutral
'better than inform gomez?',neutral
'will be 200 k on sunday',neutral
'can he play on the wing?',neutral
'will this drop more?',neutral
'Why people are voting for Engine??? He got 93 agility and 91 balance... WHY',neutral
'Will drop more?',neutral
'What’s the max price that these 85 cards will reach?',neutral
'Him or 91 Lewandowski',neutral
'deserves 99 pace after that sprint',negative
'I got him out of the base icon sbc.... so sad. This game is so trash',negative
'Are his defending stats fake or something because 71 defending doesnt look very good to me',negative
'I hate how disrespectful this card is. Most goals ever in the Premier league. Should be the same rating as cantona and his stats should reflect how good he was. Its a disgrace that this legendary footballer is not rated highly by EA. Fix his stats ffs',negative
'Fuck this game I’m out',negative
'whoever is trading in this card for profit, go eat fucking shit you pig',negative
'He got robbed',negative
'I understand hes a goat but like what else did he expect from smoking and drugs',negative
'If you use this to make money from his death then you deserve to go to hell',negative
'If you’re trying to make profit of someone’s passing you’re a disgrace',negative
'Rip Maradona but fuck traders',negative
'its a disgrace u use his death to profit',negative
'You little rats',negative
'If u trade with him just die',negative
'IF YOU TRADE WHIT HIM YOU ARE NOT A FOOTBALL FAN',negative
'Absolute trash',negative
'He doesn’t have a professional life',negative
'he is too slow',negative
'If you are trading with him rn you are a CUN*',negative
'Worst player ever',negative
'will he drop in 1 month? And how much?',neutral
'when to sell?',neutral
'Should I buy him now or will he get lower? Or later high again?',neutral
'packed him in the base icon pack in the morning.. rip Diego',neutral
'RIP my Personal goat.i got him in my Pack ill playing him till next sep/oct',positive
'Awful card, absolute joke I got him in a 500k icon sbc pack',positive
'RIP Maradona, a true icon of our times',positive
'Just shocked rip king diego',positive
'Maybe the GOAT and certainly my favorite FIFA Cardy especially the baby Version. Rest in Peace',positive
'Underrated defending deserves at least 90+',positive
'R.I.P Legend.',positive
wow...,positive
'Legends never die!',positive
'This is a sad day. R.I.P legend',positive
'Rip to a real legend',positive
'Rip to this football legend.',positive
'RIP legend, in our hearts forever <3',positive
'BYE EL DIEGO25-11-20TOP 3 ALL FOOTBALL HISTORY PLAYERS',positive
'i don t understand why is he so cheap! he is just increadible!',positive
'Legends live forever',positive
'Rip inspiration',positive
'One of the best to ever playRIP King',positive
'His stats are lovely i would have been sp glad to get him but i got deco',positive
'He was and will be my hero',positive


