@relation train_set

@attribute text string
@attribute sentiment {negative,neutral,positive}

@data
'Oh no please no',negative
'Deserves 5* Skills.',negative
overrated..,negative
'13 pace downgrade...',negative
'Pretty overrated he gets destroyed in defense',negative
'Deserves 4*4*.',negative
'overrated, shit',negative
unluckyyyyy,negative
'mad overrated',negative
'should be higher',negative
Shame,negative
'That passing stats are so wrong',negative
'Should be lower',negative
'2* wf very unuseable',negative
'Undeserved upgrade',negative
'not interesting',negative
'They did him so dirty.....',negative
'Deserved downgrade, he played an orrible season (just the Last part was fine)',negative
'Absolute fraud, horrendous performance today',negative
'Deserves to be 83',negative
'He is so bad',negative
'deserves 4* skill moves',negative
'Deserves at least 76/77',negative
'COMPLETELY OVERRATED',negative
'3* weakfoot unplayable',negative
'Wtf should be atleast 76',negative
'Iâ€™m still buying him with the 3 star weakfoot and imma buy xavi even though they ruined his card',negative
'Deserves higher rating',negative
'He looks like a ghost',negative
'Should be a lot quicker',negative
'Should be at least 81',negative
'Should be low gold in rating',negative
'71 is disrespectful',negative
garbage,negative
'should be gold',negative
'Should be 75 at least',negative
'He deserved that 0 finishing',negative
'Done dirty with that rating',negative
'Dougie should be higher',negative
'73 pace is a joke',negative
'Deserves higher better stats',negative
'they killed my boy',negative
'75 74 is too low',negative
'Deserves 4* skills 4* weakfoot',negative
'Deserves higher rating smh',negative
'So disrespectful to only give him a 75 rated card',negative
'This is a joke',negative
'It s a joke?? only 74???!!!',negative
'this pace is so disrespectful',negative
'Deserves at least 88 pace',negative
'my man has been robbed',negative
'Should deffo be higher rated. should have pace low 70\'s, his dribbling could be higher and his defending should be low 70\'s too. should be an 82 easy, especially his performances after lockdown. Booo.',negative
'Should\'ve more passing',negative
'Is this a joke? There is no way he can still be bronze',negative
'should be 70 had a great end to the season',negative
'Deserves higher!',negative
'Deserves a bigger upgrade',negative
'Deserv more than 78 i think',negative
'what a disrespect to my boy',negative
'Needs to be a gold card, at least 76 imo',negative
'wrong rating, now is 60-65',negative
'83 pace is disrespectfuldeserves at least 92 he is rapid',negative
'Should be higher rated',negative
'This a an absolute disgrace should be over 70, pace is no way near close enough, ea really need to fix up',negative
Undeserved,negative
'so overrated in Fifa just because of his meta model',negative
'this guy is weaker than i am towards my crush',negative
'Should be at least 83',negative
'Should be a lot higher',negative
'Heâ€™s been robbed, 75 at LEAST',negative
'He deserves 80+',negative
'Only 71?!',negative
'should have 90 freekick at least',negative
'deserves more dribling',negative
'Should be 74 or 75',negative
'Deserved higher. His shot stopping is on another level. 86/87. Kept us from fng much lower.',negative
'should have more passing',negative
'This rating is a disgrace.',negative
'EA did him dirty',negative
'He deserves 75 gold at least',negative
'Disgusting ea',negative
'disgraceful and undeserved downgrade',negative
'him or malcuit ?',neutral
'got him for 70k before price range fix. Fair to say I was lucky',neutral
'Who else wants him in the otw pack?',neutral
'Tips on how to link this guy with depay?',neutral
'When to sell',neutral
'got him ,never played him.is he good or bye bye?',neutral
'good investment?',neutral
'Should I sell or keep',neutral
'chem style?',neutral
'Him or Lewandowski (fifa not real life)',neutral
'sell? hold?',neutral
'Best chem style as a cm ?',neutral
'Itâ€™s always when to sell and not how are you?',neutral
'Sell now or wait until OTW',neutral
'Already bought 30 of him',neutral
'What chem style? Got him untrade',neutral
'Those fucking panic sellers',neutral
'Buy him and cudrado then switch ingame',neutral
'Will he rise?',neutral
'First day at the office and I\'ve packed him. Cant believe it!',neutral
'anyone try using him as a box to box cm? i like his work rates',neutral
'When should i sell, why is he dropping ?',neutral
'When do we get our packs from pre buy?',neutral
'Just get yuri',neutral
'When to sell',neutral
'Why is he dropping',neutral
'him or adama?',neutral
'when should i sell him',neutral
'why does he not sell?',neutral
'Him or adama and why?',neutral
'What chem style',neutral
'When to sell?',neutral
'keep or sell?',neutral
'buy him to trade',neutral
'When to buy please??',neutral
Chemistry?,neutral
'him or Allan 83?',neutral
'Just packed him and donâ€™t have market access:)',neutral
'Will he rise?',neutral
'Should I play Alaba or sell him?',neutral
'keep or sell him????',neutral
'Sell now or wait till OTW?',neutral
'Does anyone think he will rise or will he stay at this price?',neutral
'him or portu?',neutral
'Engine or hunter ?',neutral
'why so cheap ??',neutral
'invest he Will Be extinct',neutral
'Sell today or Friday?',neutral
'Which chem? Anchor or Shadow',neutral
'sell or wait?',neutral
'Him or klostermann alongside Hernandez??',neutral
'Him or klostermann?',neutral
'Him or de jong ?',neutral
'Should I sell now 74k?',neutral
'will he rise ?',neutral
'best chem style for him?',neutral
'hey, when to sell? packed him, and really need the coins, thanks guys !',neutral
'Keep or sell?',neutral
'good on 7 chem?',neutral
'whyâ€™s he so expensive he should be maximum 15-20k',neutral
'People who believe to spread their hate on FUTBIN (let that sink in your mind) shouldnâ€™t be allowed on this app, nor should they be able to play FIFA',neutral
'I have 57 of him',neutral
'Will the range rise? When?',neutral
'I bought 20 of his everton card I hope he goes extinct',neutral
'him or gulacsi',neutral
'Price prediction: 30k',neutral
'Him and Klostermann',neutral
'Him or Portu at ST in 41212',neutral
'Him or Halldorsson?',neutral
'Him or Matheus Cunha at cam both get full chem and would use both with engine',neutral
'Price prediction??',neutral
'price ?',neutral
'so i packed this man in my welcome back packs he\'s 10k currently should i sell now or will his price rise later',neutral
'I dread to imagine his price if he goes to united',neutral
'Price tomorrow 2-3k',neutral
'When to sell him?',neutral
'his price will go up?',neutral
'Packed him!',neutral
'Price prediction?',neutral
'Pack him today. It\'s good idea to sold him for 60k? Or his price will increase?',neutral
'Just packed him? Do I sell or keep?',neutral
'What do you expect his price to be on realise',neutral
'quick reminder for all fifa players: Buy a controller and you can sell it for double the price in just 2 weeks. the reason? this cheeky inform ben yedder',neutral
'How much is he?',neutral
'Finisher guys... finisher. Chem styles have CHANGED.',neutral
'New chemistry, diarrhea cool boost',neutral
'lol people are giving him sniper... the chem styles have changed guys. sniper is baaaaaaaaaaaaaaaaaaaaaad.',neutral
'chem style ?',neutral
'Looks like an artist chem style',neutral
'flashback to when Oakley typed nipple in the search bar, thats a real sbsd meme',neutral
'When u get to far in career, and this the new Luke shaw?',neutral
'I will come back here when he returns from his injury to be the best young player of Serie A.',neutral
'hopefully we dont sell him, wouldnt make any sense at all',neutral
'I hope we don\'t sell him tbh',neutral
'I sell him for a good Price - 3.750.000 Coins :) (FIFA20) Please help me I will buy his 97',neutral
'Someone tell abrahamovic money cant buy titles anymore. Russian Rat',neutral
'I packed him!',neutral
'I packed him from icons swaps and ngl he was trash for me so week',neutral
'engine or anchor?',neutral
'Nice I packed him',neutral
'Bruhhh matthd just packed this guy',neutral
'Packed him last year. He got me to 30-0',neutral
'Castro packed him',neutral
'I packed him',neutral
'Him or bastos from lazio? Both 10 chem in a 4 man defense',neutral
'Him or Correa',neutral
'When do I sell???',neutral
'I packed hin should i sold him or wait till to the first Werkend League???',neutral
'imagine packing him',neutral
'will he rise?too how much?',neutral
'Him or bellerin?',neutral
'Does someone know if his price is going more up or doe i have to sell him now?',neutral
'got him in a sbc pack, keep him or sell him?',neutral
'What chem style?',neutral
'when to sell?',neutral
'he definitely needs a chemistry style',neutral
'When I want to put a shadow on him but the style is double the price',neutral
'when to buy?',neutral
'shadow or anchor on him?',neutral
'Deadeye or maestro as centre cam?',neutral
'Just packed what do I do?',neutral
'Inform Incoming',neutral
'Just packed him, sell or keep him till tuesday and then sell?',neutral
'Price prediction?',neutral
'inform hopefully incoming',neutral
'Him or rashford??',neutral
'When will he rise',neutral
'Him or Lo Celso as a CF behind Kane?',neutral
'Price predicted @ realese?',neutral
'sell at 16k or wait',neutral
'Sell now?',neutral
'What chem style do I put if I’m playing him at cam?',neutral
'deadeye or finisher',neutral
'I just pack him now he is at 76k, Wait or sell ?',neutral
'price prediction?',neutral
'well a future star card 90 rated ea',neutral
'I got him right now do i have to sale him now or wait',neutral
'How can I snipe him???',neutral
'Is he gonna be more than 100k',neutral
'Should I buy my team now? Are players gonna rise during the global release?',neutral
'When do i sell him?',neutral
'Price prediction?',neutral
'Him or aguero',neutral
'When to sell?',neutral
'I should invest on him?',neutral
'Will his price keep rising ? 8.6k at the moment',neutral
'i sell him for 15k',neutral
'keep or sell?',neutral
'Will he raise up ? Cuz i got him',neutral
'him or richarlison?',neutral
'Will easily reach 300k',neutral
'will he rise?',neutral
'Which Chemistry Style? Deadeye?',neutral
'When to sell? Just packed this big man',neutral
'Sell or wait?',neutral
'Keep or sell?',neutral
'keep or sell?',neutral
'Him or Sommer for Buli Team?',neutral
'TOTW incoming',neutral
'price prediction?',neutral
'deadeye or finisher??',neutral
'Him or saint ?',neutral
'Inform incomming.',neutral
'inform alert',neutral
'Inform incoming',neutral
'What chem style',neutral
'Marksman or Deadeye.',neutral
'Give this man an inform',neutral
'Inform incoming',neutral
'Surely he Will get an inform.',neutral
'Inform Incoming',neutral
'inform coming?',neutral
'Inform incoming',neutral
'inform coming fair play to him',neutral
'inform incoming should buy him or not?',neutral
'Which chemistry Style? I use sentinel',neutral
'inform incoming',neutral
'inform incoming lads',neutral
'Potential inform card?',neutral
'Inform incoming for match against Brighton. 2 goals and 1 assist.',neutral
'IF incoming.',neutral
'Keep or sell??',neutral
'500k futmas incoming?',neutral
'powerhouse backbone or sentinel',neutral
'Should I use an anchor on him or sentinel?.',neutral
'If incomming',neutral
'what chem? engine?',neutral
'What chem style?',neutral
'Him or Lewandowski?',neutral
'Him or  Correa at RW?',neutral
'Keep or sell??',neutral
'When to sell ?',neutral
'what chem style should I put him',neutral
'When should i put him for sale guys?',neutral
'Price range',neutral
'him or semedo??',neutral
'him or AWB?',neutral
'give him special card',neutral
'Him or can',neutral
'Keep or sell?',neutral
'he gets a flashback card',neutral
'keep or sell ?',neutral
'What a name',neutral
'Hunter or sniper for RW?',neutral
'When to sell',neutral
'chem style?',neutral
'him or dembele or sterling or rashford at lw?',neutral
'Wait till Friday or send it today?',neutral
'guys i just packed him what do i do plz help',neutral
'Will the price go up?',neutral
'Toty incoming...',neutral
'keep or sell ??',neutral
'If incoming',neutral
'Can we have a special card of him plz',neutral
'when to sell?',neutral
'Packed. Not worth selling?',neutral
'Slap a shadow on him',neutral
'when to sell?',neutral
'Inform incoming',neutral
'CDM: Him or Partey?',neutral
'Him or Pepe',neutral
'sell now or wait',neutral
'Chemstyle? Shadow sentiner or...?',neutral
'future star incoming',neutral
'keep him or sell for 70k before we get the game?',neutral
'Which chemistry?',neutral
'Why does sniper Chem style now improve shooting and physical?',neutral
'when i  sell valverde',neutral
'chem for cam?',neutral
'him or baby?',neutral
'price to rise?',neutral
'Why his price range is 1000-19000?',neutral
'when to sell?',neutral
'Him on full chem or zakaria',neutral
'When to sell? Just packed',neutral
'him or Onouha',neutral
'second or third inform',neutral
'what chem style? Shadow? Anchor? Something Else?',neutral
'keep or sell 57k?',neutral
'In sold him for 72k... will his price go up?',neutral
'Will he go up?',neutral
'Seel or keep?',neutral
'Will he go up in price next Friday?',neutral
'Is he going to go up in price or nahhh? Keep or sell now?',neutral
'Anchor or Shadow',neutral
'Anchor or Sentinel on him?',neutral
'Managed to snipe one at 100k.',neutral
'Sell now or later?',neutral
'Price on xbox is 16k till now but i think hes going up a lot',neutral
'Sell now or wait for full release?',neutral
'Bruh 11-200k price range',neutral
'When should i sell him?',neutral
'Should i sell him now?',neutral
'price prediction',neutral
'When should I sell him lads?',neutral
'OMFG just packed . Should I sell NOW or wait till the game comes out?',neutral
'Sell now or later?',neutral
'Sell now or wait',neutral
'when to sell him',neutral
'Well I say keep for a couple of days. Yesterday he was 8.2k now he is almost extinct.',neutral
'sell now or wait. packed him',neutral
'Will his price go up? And to around what price?',neutral
'Will his price go up and to what',neutral
'Keep or sell now, just got him from sbc',neutral
'Should I sell now or wait I have 3 of him?',neutral
'Will price rise on release day?',neutral
'Keep or sell',neutral
'when to sell?',neutral
'I packed him',neutral
'When do I sell???',neutral
'Him or Correa',neutral
'I pack him,should i sell him?',neutral
'sell or keep?',neutral
'Sell or keep?',neutral
'I packed him how much do you think heâ€™ll be when the full game releases?',neutral
'why so cheap right now?',neutral
'price prediction on release?',neutral
'Price predictions ?',neutral
invest,neutral
'Just packed and hes at 60k as of rn when should i sell',neutral
'when to sell? in a week when the game comes out?',neutral
'Keep or sell ?',neutral
'will he go up or down?',neutral
'Just  a tip buy shadows now for 2k theyâ€™ll be 25k in a month',neutral
'Packed him, sell or keep',neutral
'Sell now or wait for the game to release....',neutral
'Him or bastos from lazio? Both 10 chem in a 4 man defense',neutral
'Him or Matheus Cunha at cam both get full chem and would use both with engine',neutral
'Him or Portu at ST in 41212',neutral
'him or Allan saint maximin in middle cam? His passing is better but that 70 stamina might kill him',neutral
'Come on EA, activate the web app so I can buy him while he\'s 0 coins',neutral
'when you buy kyle walker on wish',neutral
'Money cant buy trophies dead team',neutral
'not surprised wolves didnâ€™t buy him before city',neutral
'Snipe for 10k',neutral
'Did sniper and finisher get switched?',neutral
'Sniped him for 10k',neutral
'how much will he go for? I just pulled him',neutral
'Whatâ€™s the best chemstyle for him?',neutral
'Him with hunter (hunter now gives 10 finishing) or Portu with sniper? Both 10 chem playing RW',neutral
'he definitely needs a chemistry style',neutral
'Best chem style?',neutral
'RB with 7 chem and Anchor, thank me later',neutral
'What chem style?',neutral
'Why is he cheaper than Sidnei rn',neutral
'hey! should I keep or sell Vinicius Junior?',neutral
'What chem style hunter ??',neutral
'will he go extinct?',neutral
'why now is just 2.6k?',neutral
'I would recommend people to buy him now at full release you will get at least 50 60k for him',neutral
'Price prediction and why? Help please',neutral
'Should I sell him or wait?',neutral
'just packed him what chem style would be best on him',neutral
'Will his price rise?',neutral
'him',neutral
'If this man gets an inform I am deleting the game',neutral
'when to sell?',neutral
'What chem style for st',neutral
'Just bought him for 10,750k',neutral
'Keep or sell??',neutral
'Should I sell him when the full game gets released?',neutral
'what happened to sniper chem stile?',neutral
'I can t buy him',neutral
'Price prediction before first WL?',neutral
'Paid 9k for him hope he goes up to 30ish k',neutral
'Packed him in the free packShould i sell him now or when the game comes outPlz reply',neutral
'Should i sell him now at 310k? Or will he rise?',neutral
'will he rise from 5k?',neutral
'Best chem style?',neutral
'How much will he be when his price gets updated',neutral
'When do I sell?',neutral
'lol someone paid me 10k for this',neutral
'Sell or keep',neutral
'should i sell now?',neutral
'buy him before his price goes up!',neutral
'slap an artist on him and your sorted',neutral
'Why 2.4K???',neutral
'Chem style?',neutral
'Why 10k',neutral
'him and kamara op link',neutral
'Will he rise?',neutral
'Why 10k wtf',neutral
'When to sell him',neutral
'why he is 2k?',neutral
'him and kamara=op link',neutral
'him and kamara: op link',neutral
'how much will he go for',neutral
'When to sell?',neutral
'Him or Diego Carlos??',neutral
'price when game releases? surely he cant be 90k when the game starts',neutral
'Why is he dropping in price so much',neutral
'How much will he be when the game is out?',neutral
'Sell or wait?',neutral
'when should I sell?',neutral
'Sell now or wait',neutral
'Packed him from a gold upgrade',neutral
'I just packed him, when should i sell?',neutral
